tweet_id;author_username;tweet_text;author_location;created_at;found_at
2074265009354637328;tecolosoX;@Rusia_HD Yes of course!;North Valley, NM;2026-07-06T22:51:30.000Z;2026-07-09T14:01:40.528682+00:00
2074265032494366803;JagMike;@Rusia_HD yes;Jax - Milan - UK;2026-07-06T22:51:36.000Z;2026-07-09T14:01:40.528682+00:00
2074265110793666629;CaptnJb06;@Rusia_HD Yes.;Missouri, USA;2026-07-06T22:51:55.000Z;2026-07-09T14:01:40.528682+00:00
2074265162576494608;AnjaKessel43548;@Rusia_HD Ja;;2026-07-06T22:52:07.000Z;2026-07-09T14:01:40.528682+00:00
2074265443108327872;RFroming;@Rusia_HD yes. st petersburg in summer would be nice;;2026-07-06T22:53:14.000Z;2026-07-09T14:01:40.528682+00:00
2074265538302255307;Obonana_;@Rusia_HD Yes;;2026-07-06T22:53:36.000Z;2026-07-09T14:01:40.528682+00:00
2074265543033438369;Antwill_1st;@Rusia_HD Yes;;2026-07-06T22:53:38.000Z;2026-07-09T14:01:40.528682+00:00
2074265692824543407;Ronald21825551;@Rusia_HD Yes;;2026-07-06T22:54:13.000Z;2026-07-09T14:01:40.528682+00:00
2074265696649822271;OlivierGdu49;@Rusia_HD Oui !!!;;2026-07-06T22:54:14.000Z;2026-07-09T14:01:40.528682+00:00
2074265758134112412;MunroSofiec2;@Rusia_HD Sure.;;2026-07-06T22:54:29.000Z;2026-07-09T14:01:40.528682+00:00
2074265813373321230;MRT9053;@Rusia_HD Yes;;2026-07-06T22:54:42.000Z;2026-07-09T14:01:40.528682+00:00
2074265950161883247;kansas_orthodox;@Rusia_HD Yes, a million times.;;2026-07-06T22:55:15.000Z;2026-07-09T14:01:40.528682+00:00
2074265950661345575;augi_doggie;@Rusia_HD I would go in a minute.;California, USA;2026-07-06T22:55:15.000Z;2026-07-09T14:01:40.528682+00:00
2074266162922209730;milgecm;@Rusia_HD Si;LaGrange, GA;2026-07-06T22:56:05.000Z;2026-07-09T14:01:40.528682+00:00
2074266170799050765;HANY33239076;@Rusia_HD ○ Yes👍;From another world;2026-07-06T22:56:07.000Z;2026-07-09T14:01:40.528682+00:00
2074266181033148431;Welshwitchey;@Rusia_HD Yes, 🇷🇺👍;;2026-07-06T22:56:10.000Z;2026-07-09T14:01:40.528682+00:00
2074266192475308063;Tim196441;@Rusia_HD Yes;;2026-07-06T22:56:12.000Z;2026-07-09T14:01:40.528682+00:00
2074266226180993048;ogodowinm;@Rusia_HD Yes;;2026-07-06T22:56:20.000Z;2026-07-09T14:01:40.528682+00:00
2074266279121133704;PAJARITO946172;@Rusia_HD Si;;2026-07-06T22:56:33.000Z;2026-07-09T14:01:40.528682+00:00
2074266430577475867;AnnZandvliet;@Rusia_HD Yes;;2026-07-06T22:57:09.000Z;2026-07-09T14:01:40.528682+00:00
2074266442489319660;Izuu_c;@Rusia_HD Yes.;Lagos;2026-07-06T22:57:12.000Z;2026-07-09T14:01:39.802431+00:00
2074266485392851192;DocAsh_8404;@Rusia_HD Yes, 100%;;2026-07-06T22:57:22.000Z;2026-07-09T14:01:39.802431+00:00
2074266530448081001;masterosine5;@Rusia_HD @moniqueall76789 Oui absolument ...;03;2026-07-06T22:57:33.000Z;2026-07-09T14:01:39.802431+00:00
2074266620822802490;Errk21;@Rusia_HD Yes Yes;;2026-07-06T22:57:55.000Z;2026-07-09T14:01:39.802431+00:00
2074266845742325895;WSartin31817;@Rusia_HD Yes;Rhome, TX;2026-07-06T22:58:48.000Z;2026-07-09T14:01:39.802431+00:00
2074266876742394187;Francis85802819;@Rusia_HD Óbvio que sim;;2026-07-06T22:58:56.000Z;2026-07-09T14:01:39.802431+00:00
2074266983860764899;Kilua2308;@Rusia_HD Yes;;2026-07-06T22:59:21.000Z;2026-07-09T14:01:39.802431+00:00
2074266991049736630;amaduabassvtp7;"@Rusia_HD 100,000,000 Big Yes 
Because love Russia more especially Putin 💕💕";;2026-07-06T22:59:23.000Z;2026-07-09T14:01:39.802431+00:00
2074266993495060854;ArchVaz;@Rusia_HD Of Course yes;;2026-07-06T22:59:23.000Z;2026-07-09T14:01:39.802431+00:00
2074267091578814788;valicarus20;@Rusia_HD Si toda la vida;;2026-07-06T22:59:47.000Z;2026-07-09T14:01:39.802431+00:00
2074267127889195200;carlosepasc;@Rusia_HD Si;;2026-07-06T22:59:55.000Z;2026-07-09T14:01:39.802431+00:00
2074267162559095075;PatrickFriedri8;@Rusia_HD Yes 🌹;;2026-07-06T23:00:04.000Z;2026-07-09T14:01:39.802431+00:00
2074267340573704305;EmmanuelDonova3;@Rusia_HD Yes;Living in reality.;2026-07-06T23:00:46.000Z;2026-07-09T14:01:39.802431+00:00
2074267390490132512;JehanJan170773;@Rusia_HD Yes;;2026-07-06T23:00:58.000Z;2026-07-09T14:01:39.802431+00:00
2074267412187263020;Figueira1171;@Rusia_HD Sim, com toda certeza.;;2026-07-06T23:01:03.000Z;2026-07-09T14:01:39.802431+00:00
2074267433896964584;HCastao;@Rusia_HD Yes;medellin;2026-07-06T23:01:08.000Z;2026-07-09T14:01:39.802431+00:00
2074267470412599677;HungyAndy;@Rusia_HD YES;England, United Kingdom;2026-07-06T23:01:17.000Z;2026-07-09T14:01:39.802431+00:00
2074267481485476124;colinas_j12511;@Rusia_HD Si claro;;2026-07-06T23:01:20.000Z;2026-07-09T14:01:39.802431+00:00
2074267553925321076;nicht_sean;@Rusia_HD I mean I dont speak Russian nor am I able to read Cyrillic so im not sure honestly. But besides that, yeah.;;2026-07-06T23:01:37.000Z;2026-07-09T14:01:39.802431+00:00
2074267605683032317;Mobby2103;@Rusia_HD Ja, warum nicht?;Deutschland;2026-07-06T23:01:49.000Z;2026-07-09T14:01:39.802431+00:00
2074267722192502817;EnriquePar23644;@Rusia_HD Claro que sí.;;2026-07-06T23:02:17.000Z;2026-07-09T14:01:39.802431+00:00
2074267757047156806;CitizenVigef2v;@Rusia_HD Yes;Florida, USA;2026-07-06T23:02:25.000Z;2026-07-09T14:01:39.802431+00:00
2074267831940837678;AtsukoTeresa;@Rusia_HD Yes;大阪府大阪市西区江戸堀2丁目1-1 江戸堀センタ-ビルB1F;2026-07-06T23:02:43.000Z;2026-07-09T14:01:39.802431+00:00
2074267851578626295;UlLehaj;@Rusia_HD Yes;Dhaka,;2026-07-06T23:02:48.000Z;2026-07-09T14:01:39.802431+00:00
2074267998181810262;AantonioBr21230;@Rusia_HD Sim;;2026-07-06T23:03:23.000Z;2026-07-09T14:01:39.802431+00:00
2074268037344116855;Blinkdado;@Rusia_HD si;;2026-07-06T23:03:32.000Z;2026-07-09T14:01:39.802431+00:00
2074268092994138122;Thomas717361711;@Rusia_HD Yes;;2026-07-06T23:03:46.000Z;2026-07-09T14:01:39.802431+00:00
2074268099377836141;SneakyPete_X;@Rusia_HD Yes;;2026-07-06T23:03:47.000Z;2026-07-09T14:01:39.802431+00:00
2074268222363254981;JoseRam52140040;@Rusia_HD Si;;2026-07-06T23:04:16.000Z;2026-07-09T14:01:39.802431+00:00
2074268507110260804;Pilar582734991;@Rusia_HD Yes;Warsaw, Poland;2026-07-06T23:05:24.000Z;2026-07-09T14:01:39.802431+00:00
2074268525674287353;Manuel98284397;@Rusia_HD Si;Borbonia;2026-07-06T23:05:29.000Z;2026-07-09T14:01:39.802431+00:00
2074268576194699304;Jmebeq;@Rusia_HD Yes;;2026-07-06T23:05:41.000Z;2026-07-09T14:01:39.802431+00:00
2074268577708777580;santigvicious;@Rusia_HD Yes the motherland;;2026-07-06T23:05:41.000Z;2026-07-09T14:01:39.802431+00:00
2074268583580795337;YoungMartinKE;@Rusia_HD @ed_kemboi Yes;Global;2026-07-06T23:05:43.000Z;2026-07-09T14:01:39.802431+00:00
2074268659099332742;SammarAbbasHani;@Rusia_HD Yes;Lahore;2026-07-06T23:06:01.000Z;2026-07-09T14:01:39.802431+00:00
2074268726602379742;Luis16363936550;@Rusia_HD Sim;Mogi das Cruzes, Brasil;2026-07-06T23:06:17.000Z;2026-07-09T14:01:39.802431+00:00
2074268762224648381;isabellopezsimo;@Rusia_HD Si;;2026-07-06T23:06:25.000Z;2026-07-09T14:01:39.802431+00:00
2074268786333806607;julianvzdg;@Rusia_HD Obviamente que si;;2026-07-06T23:06:31.000Z;2026-07-09T14:01:39.802431+00:00
2074268798480470444;5aripatitanah;@Rusia_HD O Yes 💚;;2026-07-06T23:06:34.000Z;2026-07-09T14:01:39.802431+00:00
2074268865622679728;Elfemurdebusto;@Rusia_HD ¡Pero claro que sí, hermano!;Buenos Aires;2026-07-06T23:06:50.000Z;2026-07-09T14:01:39.802431+00:00
2074268979691180133;zsaubes;@Rusia_HD Yes;vancouver;2026-07-06T23:07:17.000Z;2026-07-09T14:01:39.802431+00:00
2074269016110055741;rangelica154657;@Rusia_HD Si;;2026-07-06T23:07:26.000Z;2026-07-09T14:01:39.802431+00:00
2074269038180749648;Ahmadipa1398;@Rusia_HD Yeah;;2026-07-06T23:07:31.000Z;2026-07-09T14:01:39.802431+00:00
2074269081008546166;ViVal111;@Rusia_HD Yes sure! Is my dream;Lombardia;2026-07-06T23:07:41.000Z;2026-07-09T14:01:39.802431+00:00
2074269092240933087;simofarid146194;@Rusia_HD Yes of course. I would love to see the paintings of repin the great painter.;;2026-07-06T23:07:44.000Z;2026-07-09T14:01:39.802431+00:00
2074269110284767384;ja89165;@Rusia_HD Sim;;2026-07-06T23:07:48.000Z;2026-07-09T14:01:39.802431+00:00
2074269178589008219;DogPiss7777;@Rusia_HD Sure, would be interesting.;;2026-07-06T23:08:04.000Z;2026-07-09T14:01:39.802431+00:00
2074269311703585179;julian_eladio;@Rusia_HD Si;ChiIe;2026-07-06T23:08:36.000Z;2026-07-09T14:01:39.802431+00:00
2074269350169587818;Heisenberg_Usa;@Rusia_HD I would love to go! The architecture and history alone warrants a visit!;Washington, DC;2026-07-06T23:08:45.000Z;2026-07-09T14:01:39.802431+00:00
2074269598594052240;NarhMichea74494;@Rusia_HD Yes!!!!;;2026-07-06T23:09:45.000Z;2026-07-09T14:01:39.802431+00:00
2074269654097264658;elverGongy;@Rusia_HD Si claro;;2026-07-06T23:09:58.000Z;2026-07-09T14:01:39.802431+00:00
2074269693238493464;MojetWesle88768;@Rusia_HD Yes;;2026-07-06T23:10:07.000Z;2026-07-09T14:01:39.802431+00:00
2074269716386890019;7thSeaEmperor;@Rusia_HD Yes;;2026-07-06T23:10:13.000Z;2026-07-09T14:01:39.802431+00:00
2074269721864904942;David747815774;@Rusia_HD Sorry. I would love to but I have to work and my cat would hate me. lol!;Milky Way Galaxy, Earth;2026-07-06T23:10:14.000Z;2026-07-09T14:01:39.802431+00:00
2074269879985729816;CamposAlbe67888;@Rusia_HD Si;;2026-07-06T23:10:52.000Z;2026-07-09T14:01:39.802431+00:00
2074269920334844119;SnipeJohnson2;@Rusia_HD Yes;Jeffersonville, IN;2026-07-06T23:11:01.000Z;2026-07-09T14:01:39.802431+00:00
2074269994918244741;MercilessRadio1;@Rusia_HD Sure, I always wanted to drive a Kamaz.;NW Montana;2026-07-06T23:11:19.000Z;2026-07-09T14:01:39.802431+00:00
2074270017646907392;katamokano;@Rusia_HD Yes!!!;Ciudad de México;2026-07-06T23:11:24.000Z;2026-07-09T14:01:39.802431+00:00
2074270116330471440;Ginoslanzi;@Rusia_HD Absolutamente si!;;2026-07-06T23:11:48.000Z;2026-07-09T14:01:39.802431+00:00
2074270137213985267;pmalazartes62;@Rusia_HD @lcoutoecouto Yes;;2026-07-06T23:11:53.000Z;2026-07-09T14:01:39.802431+00:00
2074270274774520202;EricLec64600770;@Rusia_HD yes;;2026-07-06T23:12:26.000Z;2026-07-09T14:01:39.802431+00:00
2074270285554164124;mi123chael;@Rusia_HD Hell yes!  👍;;2026-07-06T23:12:28.000Z;2026-07-09T14:01:39.802431+00:00
2074270464264839305;KnuthKneusel;@Rusia_HD Ja;Karlsruhe;2026-07-06T23:13:11.000Z;2026-07-09T14:01:39.802431+00:00
2074270495482982897;Tianmere;@Rusia_HD Yes, absolutely;Kansas;2026-07-06T23:13:18.000Z;2026-07-09T14:01:39.802431+00:00
2074270516194476514;jagdmarkt;@Rusia_HD Yes;;2026-07-06T23:13:23.000Z;2026-07-09T14:01:39.802431+00:00
2074270594367918549;Deanphantom;@Rusia_HD Yes for sure;Earth;2026-07-06T23:13:42.000Z;2026-07-09T14:01:39.802431+00:00
2074270610562392556;JJHardwood;@Rusia_HD Yes, I’ve been waiting for Russia to send my honeypot. With 21 name changes, I’m convinced this account is fake.;United States of America;2026-07-06T23:13:46.000Z;2026-07-09T14:01:39.802431+00:00
2074270751692054884;JohnH1768953;@Rusia_HD Yes;;2026-07-06T23:14:19.000Z;2026-07-09T14:01:39.802431+00:00
2074270803470729487;earlygrind19;@Rusia_HD Yes;St Louis, MO;2026-07-06T23:14:32.000Z;2026-07-09T14:01:39.802431+00:00
2074270838472245561;Netjet687476;@Rusia_HD Yes definitely;Huntington Long Island;2026-07-06T23:14:40.000Z;2026-07-09T14:01:39.802431+00:00
2074270876590027238;WiseAndFirm;@Rusia_HD Yes;Tema, Ghana;2026-07-06T23:14:49.000Z;2026-07-09T14:01:39.802431+00:00
2074270909297258968;leny_mayor;@Rusia_HD Yes I would;Ohio, USA;2026-07-06T23:14:57.000Z;2026-07-09T14:01:39.802431+00:00
2074270951982735814;eumaple;@Rusia_HD Si;;2026-07-06T23:15:07.000Z;2026-07-09T14:01:39.802431+00:00
2074271020962234478;skiadike;@Rusia_HD Si;bogotá;2026-07-06T23:15:24.000Z;2026-07-09T14:01:39.802431+00:00
2074271045247254711;JoshuaArd6;@Rusia_HD Sure why the fuck not!;Georgia, USA (not Atlanta!);2026-07-06T23:15:29.000Z;2026-07-09T14:01:39.802431+00:00
2074271101702557857;TarzanPiz;@Rusia_HD Si amor..para verte;;2026-07-06T23:15:43.000Z;2026-07-09T14:01:39.802431+00:00
2074271139887546726;AkserArien;@Rusia_HD pas de soucis , si c'est gratuit je viens moi, j'aimerais trop visiter ce pays quand même;;2026-07-06T23:15:52.000Z;2026-07-09T14:01:39.802431+00:00
2074271157545742384;JohnMcG92512033;@Rusia_HD Sure, I would love to see Russia;;2026-07-06T23:15:56.000Z;2026-07-09T14:01:39.802431+00:00
2074271180681294323;GuillouGu70559;@Rusia_HD 1 yes;;2026-07-06T23:16:02.000Z;2026-07-09T14:01:39.802431+00:00
2074271210242752768;AnakinSkyw68117;@Rusia_HD Yes;;2026-07-06T23:16:09.000Z;2026-07-09T14:01:39.802431+00:00
2074271268782702810;gpe_pegasus;@Rusia_HD Ja;Bensheim, Deutschland;2026-07-06T23:16:23.000Z;2026-07-09T14:01:39.802431+00:00
2074271306812449090;vulture18891889;@Rusia_HD Enthusiastically yes! But only after the war ended.;The Vulture’s Nest in Kentucky;2026-07-06T23:16:32.000Z;2026-07-09T14:01:39.802431+00:00
2074271326987080182;FeikeChristian;@Rusia_HD Ja;Euskirchen;2026-07-06T23:16:37.000Z;2026-07-09T14:01:39.802431+00:00
2074271369722753094;Frankie244738;@Rusia_HD Yes!;;2026-07-06T23:16:47.000Z;2026-07-09T14:01:39.802431+00:00
2074271452845490372;GuillouGu70559;@Rusia_HD Oui yes sim ok ❤️❤️;;2026-07-06T23:17:07.000Z;2026-07-09T14:01:39.802431+00:00
2074271456209351013;RamnPadrn4;@Rusia_HD Si;;2026-07-06T23:17:07.000Z;2026-07-09T14:01:39.802431+00:00
2074271472731005196;vandongtvt;@Rusia_HD Yes;;2026-07-06T23:17:11.000Z;2026-07-09T14:01:39.802431+00:00
2074271488429945074;Olga77Olivia;@Rusia_HD Oui je peux pas répondre le bouton oui je s actionne pas?!;;2026-07-06T23:17:15.000Z;2026-07-09T14:01:39.802431+00:00
2074271572391547115;AW7AU;@Rusia_HD Yes;Boca Raton, FL;2026-07-06T23:17:35.000Z;2026-07-09T14:01:39.802431+00:00
2074271597892866484;TumachoGAM;@Rusia_HD Si;G.A.M. CDMX;2026-07-06T23:17:41.000Z;2026-07-09T14:01:39.802431+00:00
2074271734417793071;shahidwafa789;@Rusia_HD Yes;Islamabad, Pakistan;2026-07-06T23:18:14.000Z;2026-07-09T14:01:39.802431+00:00
2074271779908890682;tony33669912;@Rusia_HD Yes!;;2026-07-06T23:18:25.000Z;2026-07-09T14:01:39.080508+00:00
2074271840516579663;HammerDoktor;@Rusia_HD @HelmutLoibl Yes;;2026-07-06T23:18:39.000Z;2026-07-09T14:01:39.080508+00:00
2074271905419231372;SinonGrace;@Rusia_HD Yes! Always wanted to see Red Square and the Kremlin 🥰;;2026-07-06T23:18:55.000Z;2026-07-09T14:01:39.080508+00:00
2074272011157754324;FarmFrenGroyp;@Rusia_HD Yes;;2026-07-06T23:19:20.000Z;2026-07-09T14:01:39.080508+00:00
2074272113800704420;MLodbrok90;@Rusia_HD Yes;;2026-07-06T23:19:44.000Z;2026-07-09T14:01:39.080508+00:00
2074272203818836308;Constantin77766;@Rusia_HD Yes, I would stay forever;;2026-07-06T23:20:06.000Z;2026-07-09T14:01:39.080508+00:00
2074272356856385850;mahmood_mi37601;@Rusia_HD Yes;;2026-07-06T23:20:42.000Z;2026-07-09T14:01:39.080508+00:00
2074272406428852560;Joensson65;@Rusia_HD Ja absolut;Simrishamn, Sverige;2026-07-06T23:20:54.000Z;2026-07-09T14:01:39.080508+00:00
